building_id,edge_no,x_epsg5179,y_epsg5179,lat,lon,alt
BLD010000003678GE,4,1163886.2806812443,1732498.8859607507,35.57497625996428,129.30862685393834,181.339996
BLD010000003678RP,1,1163545.0104467035,1732485.7273519302,35.574914114111515,129.30485965354512,156.899994
BLD010000003678RP,1,1163545.0104467035,1732485.7273519302,35.574914114111515,129.30485965354512,167.330002
BLD010000003678RP,1,1163552.949792383,1732489.2206698097,35.57494428452392,129.3049479386259,156.899994
BLD010000003678RP,1,1163552.949792383,1732489.2206698097,35.57494428452392,129.3049479386259,167.330002
BLD010000003678RP,1,1163560.8891380623,1732492.7139876895,35.574974454869555,129.30503622377054,156.899994
BLD010000003678RP,1,1163560.8891380623,1732492.7139876895,35.574974454869555,129.30503622377054,167.330002
BLD010000003678RP,2,1163568.8284837417,1732496.207305569,35.57500462514838,129.3051245089791,156.899994
BLD010000003678RP,2,1163568.8284837417,1732496.207305569,35.57500462514838,129.3051245089791,167.330002
BLD010000003678RP,3,1163573.1916125512,1732484.7808510992,35.57490092789916,129.3051703274534,156.899994
BLD010000003678RP,3,1163573.1916125512,1732484.7808510992,35.57490092789916,129.3051703274534,167.330002
BLD010000003678RP,3,1163565.2218562404,1732481.5094482899,35.57487276259519,129.30508175176791,156.899994
BLD010000003678RP,3,1163565.2218562404,1732481.5094482899,35.57487276259519,129.30508175176791,167.330002
BLD010000003678RP,3,1163557.2520999298,1732478.2380454806,35.57484459722415,129.30499317614206,156.899994
BLD010000003678RP,3,1163557.2520999298,1732478.2380454806,35.57484459722415,129.30499317614206,167.330002
BLD010000003678RP,4,1163549.282343619,1732474.9666426713,35.57481643178602,129.30490460057584,156.899994
BLD010000003678RP,4,1163549.282343619,1732474.9666426713,35.57481643178602,129.30490460057584,167.330002
BLD01000000366VO8,1,1163504.944287751,1732493.1084815308,35.57498725216572,129.30441917744486,150.130005
BLD01000000366VO8,1,1163504.944287751,1732493.1084815308,35.57498725216572,129.30441917744486,156.169998
BLD01000000366VO8,2,1163506.4502271016,1732488.9849261418,35.57494984153845,129.3044349557453,150.130005
BLD01000000366VO8,2,1163506.4502271016,1732488.9849261418,35.57494984153845,129.3044349557453,156.169998
BLD01000000366VO8,3,1163508.3217921902,1732489.6798549816,35.57495579517198,129.3044557414218,150.130005
BLD01000000366VO8,3,1163508.3217921902,1732489.6798549816,35.57495579517198,129.3044557414218,156.169998
BLD01000000366VO8,4,1163511.8652407618,1732478.8456402854,35.57485757086828,129.30449263862724,156.169998
BLD01000000366VO8,5,1163499.8152843455,1732474.0223772265,35.57481609345559,129.30435874097512,156.169998
BLD01000000366VO8,5,1163496.5439474098,1732481.393922463,35.5748830668597,129.3043241452556,150.130005
BLD01000000366VO8,5,1163496.5439474098,1732481.393922463,35.5748830668597,129.3043241452556,156.169998
BLD01000000366VO8,6,1163493.272610474,1732488.7654676996,35.57495004025487,129.30428954948044,150.130005
BLD01000000366VO8,6,1163493.272610474,1732488.7654676996,35.57495004025487,129.30428954948044,156.169998
BLD01000000366VK4,1,1163410.9262399492,1732476.820679192,35.57485598945348,129.30337877525278,142.039993
BLD01000000366VK4,1,1163410.9262399492,1732476.820679192,35.57485598945348,129.30337877525278,144.929993
BLD01000000366VK4,2,1163407.7926762756,1732483.805903752,35.57491945829542,129.303345620405,142.039993
BLD01000000366VK4,2,1163407.7926762756,1732483.805903752,35.57491945829542,129.303345620405,144.929993
BLD01000000366VK4,4,1163428.1435319597,1732478.7466767507,35.574870504432695,129.3035690877573,142.039993
BLD01000000366VK4,4,1163428.1435319597,1732478.7466767507,35.574870504432695,129.3035690877573,144.929993
BLD01000000366VK4,5,1163419.6938552673,1732475.1747534187,35.57483970883934,129.30347515790686,142.039993
BLD01000000366VK4,5,1163419.6938552673,1732475.1747534187,35.57483970883934,129.30347515790686,144.929993
BLD01000000366VK4,6,1163419.1035556635,1732476.7409515616,35.57485392102844,129.30346896280994,142.039993
BLD01000000366VK4,6,1163419.1035556635,1732476.7409515616,35.57485392102844,129.30346896280994,144.929993
BLD01000000366VK4,7,1163416.9570855685,1732475.9715247347,35.57484734121992,129.30344512970578,142.039993
